basari_sirasi,ayt_edebiyat,ayt_tarih1,ayt_cografya1,ayt_tarih2,ayt_cografya2,ayt_felsefe,ayt_din_kulturu
1589.0,20.1,0,5.6,0,0,0,0
879.0,20.3,0,4.3,0,0,0,0
970.0,21.3,0,4.2,0,0,0,0
1340.0,19.0,0,5.1,0,0,0,0
1169.0,21.4,0,4.3,0,0,0,0
1123.0,21.0,0,4.4,0,0,0,0
1458.0,21.0,0,4.5,0,0,0,0
1135.0,21.5,0,4.9,0,0,0,0
1388.0,21.2,0,5.2,0,0,0,0
1362.0,21.1,0,4.5,0,0,0,0
1180.0,21.5,0,4.6,0,0,0,0
1128.0,20.7,0,5.5,0,0,0,0
1191.0,21.1,0,4.8,0,0,0,0
1262.0,21.2,0,4.3,0,0,0,0
1689.0,20.3,0,5.4,0,0,0,0
1389.0,20.5,0,4.5,0,0,0,0
1270.0,21.0,0,4.8,0,0,0,0
1448.0,20.1,0,5.1,0,0,0,0
1240.0,21.5,0,4.5,0,0,0,0
1284.0,21.3,0,4.4,0,0,0,0
1741.0,20.7,0,5.3,0,0,0,0
1142.0,21.0,0,4.8,0,0,0,0
1292.0,20.0,0,4.4,0,0,0,0
1867.0,18.9,0,4.8,0,0,0,0
1447.0,20.6,0,4.5,0,0,0,0
1319.0,20.2,0,4.1,0,0,0,0
1663.0,20.6,0,5.2,0,0,0,0
972.0,21.1,0,3.9,0,0,0,0
1343.0,20.0,0,4.3,0,0,0,0
2012.0,19.9,0,5.1,0,0,0,0
1417.0,20.0,0,4.3,0,0,0,0
1387.0,21.1,0,4.3,0,0,0,0
1746.0,19.6,0,4.8,0,0,0,0
1779.0,21.1,0,4.6,0,0,0,0
1406.0,21.5,0,4.4,0,0,0,0
1316.0,20.8,0,5.3,0,0,0,0
1619.0,20.9,0,4.4,0,0,0,0
1414.0,21.5,0,4.4,0,0,0,0
933.0,20.7,0,5.2,0,0,0,0
975.0,20.6,0,4.5,0,0,0,0
1430.0,20.1,0,3.5,0,0,0,0
2708.0,18.5,0,5.0,0,0,0,0
1819.0,20.4,0,4.4,0,0,0,0
1522.0,21.0,0,4.5,0,0,0,0
1890.0,19.9,0,5.3,0,0,0,0
1520.0,21.1,0,4.5,0,0,0,0
1527.0,20.5,0,4.2,0,0,0,0
2017.0,19.5,0,5.2,0,0,0,0
1091.0,21.2,0,3.9,0,0,0,0
1584.0,20.9,0,4.3,0,0,0,0
1389.0,20.7,0,5.5,0,0,0,0
1559.0,21.0,0,4.4,0,0,0,0
1662.0,21.3,0,4.3,0,0,0,0
991.0,21.8,0,5.5,0,0,0,0
1027.0,20.2,0,4.2,0,0,0,0
1711.0,21.5,0,4.8,0,0,0,0
1908.0,20.1,0,5.0,0,0,0,0
1512.0,20.9,0,4.4,0,0,0,0
1715.0,20.1,0,4.4,0,0,0,0
2604.0,19.0,0,5.1,0,0,0,0
1722.0,20.6,0,4.3,0,0,0,0
1719.0,20.7,0,3.8,0,0,0,0
2425.0,19.0,0,6.0,0,0,0,0
1608.0,20.4,0,4.5,0,0,0,0
1803.0,21.0,0,4.0,0,0,0,0
2785.0,18.9,0,5.3,0,0,0,0
1657.0,22.0,0,4.3,0,0,0,0
1812.0,21.1,0,3.3,0,0,0,0
2102.0,20.9,0,5.1,0,0,0,0
1671.0,20.9,0,4.4,0,0,0,0
1939.0,20.4,0,4.3,0,0,0,0
3136.0,19.5,0,5.0,0,0,0,0
2155.0,21.4,0,4.5,0,0,0,0
1954.0,20.9,0,4.5,0,0,0,0
2770.0,19.5,0,5.0,0,0,0,0
1900.0,19.8,0,4.4,0,0,0,0
1990.0,19.5,0,4.4,0,0,0,0
2929.0,18.5,0,4.8,0,0,0,0
2271.0,20.4,0,4.5,0,0,0,0
2134.0,21.0,0,4.7,0,0,0,0
3269.0,20.1,0,4.7,0,0,0,0
2143.0,20.6,0,4.2,0,0,0,0
2255.0,20.0,0,4.4,0,0,0,0
2149.0,20.7,0,4.4,0,0,0,0
2267.0,20.1,0,4.2,0,0,0,0
3923.0,18.8,0,5.3,0,0,0,0
1993.0,21.2,0,3.9,0,0,0,0
2353.0,19.7,0,3.3,0,0,0,0
3894.0,17.5,0,5.3,0,0,0,0
2450.0,20.8,0,4.5,0,0,0,0
2374.0,20.2,0,4.1,0,0,0,0
3094.0,19.9,0,5.4,0,0,0,0
2429.0,20.5,0,4.3,0,0,0,0
2182.0,16.9,0,6.0,0,0,0,0
4465.0,20.6,0,4.6,0,0,0,0
2437.0,21.1,0,4.1,0,0,0,0
4087.0,19.4,0,4.9,0,0,0,0
2372.0,21.0,0,4.4,0,0,0,0
2465.0,20.2,0,4.0,0,0,0,0
2906.0,19.4,0,5.2,0,0,0,0
1568.0,20.5,0,2.5,0,0,0,0
2468.0,21.5,0,6.0,0,0,0,0
3497.0,17.0,0,6.0,0,0,0,0
2653.0,18.9,0,4.0,0,0,0,0
2793.0,18.7,0,4.0,0,0,0,0
3558.0,19.8,0,5.0,0,0,0,0
3447.0,20.6,0,4.6,0,0,0,0
2967.0,20.9,0,3.4,0,0,0,0
5397.0,17.2,0,4.9,0,0,0,0
2793.0,21.6,0,4.6,0,0,0,0
2995.0,20.2,0,4.4,0,0,0,0
4798.0,17.9,0,4.7,0,0,0,0
2706.0,20.2,0,4.3,0,0,0,0
3042.0,20.3,0,4.0,0,0,0,0
2456.0,19.7,0,5.1,0,0,0,0
3022.0,20.6,0,4.4,0,0,0,0
3221.0,19.8,0,4.3,0,0,0,0
6043.0,18.4,0,5.0,0,0,0,0
3225.0,20.5,0,4.4,0,0,0,0
3242.0,20.5,0,4.3,0,0,0,0
4387.0,19.5,0,5.0,0,0,0,0
1878.0,20.2,0,-0.2,0,0,0,0
3330.0,21.5,0,3.5,0,0,0,0
3969.0,15.5,0,4.8,0,0,0,0
3831.0,20.2,0,4.3,0,0,0,0
3353.0,20.0,0,4.0,0,0,0,0
7535.0,17.9,0,5.1,0,0,0,0
4159.0,17.3,0,3.5,0,0,0,0
3400.0,19.4,0,5.1,0,0,0,0
13150.0,16.8,0,3.9,0,0,0,0
3942.0,20.0,0,4.5,0,0,0,0
3470.0,19.9,0,4.2,0,0,0,0
6831.0,17.7,0,4.8,0,0,0,0
2028.0,20.2,0,5.1,0,0,0,0
3523.0,18.2,0,4.9,0,0,0,0
1563.0,20.9,0,5.5,0,0,0,0
2349.0,18.1,0,4.1,0,0,0,0
3578.0,18.0,0,4.6,0,0,0,0
9839.0,15.2,0,4.6,0,0,0,0
6247.0,19.6,0,4.7,0,0,0,0
3638.0,19.2,0,4.2,0,0,0,0
4105.0,18.6,0,4.7,0,0,0,0
6969.0,20.2,0,4.6,0,0,0,0
3664.0,20.3,0,4.5,0,0,0,0
5244.0,17.0,0,4.6,0,0,0,0
3356.0,20.4,0,4.3,0,0,0,0
3682.0,19.7,0,3.9,0,0,0,0
5196.0,20.8,0,5.6,0,0,0,0
4436.0,19.3,0,4.1,0,0,0,0
3821.0,19.3,0,4.2,0,0,0,0
4201.0,19.1,0,5.0,0,0,0,0
2223.0,21.2,0,4.1,0,0,0,0
4056.0,16.9,0,3.6,0,0,0,0
16098.0,19.8,0,4.7,0,0,0,0
4056.0,20.1,0,4.2,0,0,0,0
4090.0,19.8,0,4.1,0,0,0,0
6201.0,18.2,0,4.9,0,0,0,0
7963.0,18.7,0,3.8,0,0,0,0
4185.0,19.3,0,4.1,0,0,0,0
7173.0,19.5,0,4.9,0,0,0,0
4886.0,20.3,0,3.8,0,0,0,0
4364.0,20.2,0,3.5,0,0,0,0
5218.0,17.0,0,5.1,0,0,0,0
5695.0,20.4,0,4.1,0,0,0,0
4388.0,20.1,0,3.9,0,0,0,0
6906.0,18.9,0,4.9,0,0,0,0
10831.0,19.9,0,4.2,0,0,0,0
4520.0,19.3,0,3.3,0,0,0,0
4786.0,19.1,0,5.0,0,0,0,0
5560.0,20.2,0,4.2,0,0,0,0
4539.0,20.0,0,4.1,0,0,0,0
5405.0,19.3,0,5.1,0,0,0,0
5687.0,18.2,0,4.4,0,0,0,0
4910.0,20.4,0,3.5,0,0,0,0
7338.0,17.8,0,5.0,0,0,0,0
8743.0,19.1,0,4.2,0,0,0,0
4993.0,18.6,0,3.9,0,0,0,0
8229.0,18.2,0,4.9,0,0,0,0
6168.0,19.2,0,4.8,0,0,0,0
4639.0,19.1,0,4.3,0,0,0,0
5192.0,20.5,0,3.6,0,0,0,0
10481.0,16.3,0,5.0,0,0,0,0
6110.0,20.1,0,4.4,0,0,0,0
5250.0,18.9,0,4.1,0,0,0,0
12652.0,18.0,0,5.0,0,0,0,0
8245.0,19.8,0,4.1,0,0,0,0
5384.0,18.7,0,3.6,0,0,0,0
9311.0,16.3,0,4.4,0,0,0,0
5873.0,19.7,0,4.2,0,0,0,0
5430.0,19.8,0,4.0,0,0,0,0
7914.0,19.4,0,4.8,0,0,0,0
5256.0,20.2,0,4.3,0,0,0,0
5574.0,20.0,0,3.7,0,0,0,0
8093.0,19.3,0,5.1,0,0,0,0
10851.0,17.8,0,3.5,0,0,0,0
5638.0,19.2,0,2.8,0,0,0,0
8404.0,16.9,0,4.6,0,0,0,0
8183.0,19.7,0,4.2,0,0,0,0
5791.0,19.2,0,4.1,0,0,0,0
10270.0,17.1,0,4.7,0,0,0,0
6835.0,19.1,0,5.1,0,0,0,0
5941.0,20.2,0,4.0,0,0,0,0
13479.0,17.3,0,4.5,0,0,0,0
9947.0,19.1,0,4.0,0,0,0,0
5947.0,19.3,0,3.7,0,0,0,0
6158.0,18.2,0,5.2,0,0,0,0
24502.0,18.9,0,3.9,0,0,0,0
5999.0,20.6,0,4.1,0,0,0,0
12052.0,20.0,0,4.6,0,0,0,0
9090.0,18.2,0,4.3,0,0,0,0
6060.0,17.5,0,3.9,0,0,0,0
8662.0,16.9,0,4.8,0,0,0,0
9005.0,19.6,0,4.2,0,0,0,0
6174.0,19.6,0,3.9,0,0,0,0
9118.0,18.0,0,4.8,0,0,0,0
9139.0,19.8,0,4.1,0,0,0,0
6380.0,19.6,0,4.1,0,0,0,0
11196.0,17.6,0,4.9,0,0,0,0
7190.0,20.0,0,4.3,0,0,0,0
6451.0,19.1,0,3.8,0,0,0,0
15584.0,16.7,0,4.9,0,0,0,0
9679.0,19.1,0,4.4,0,0,0,0
6513.0,19.0,0,4.4,0,0,0,0
8808.0,16.2,0,4.4,0,0,0,0
13632.0,19.2,0,4.0,0,0,0,0
6549.0,20.1,0,3.7,0,0,0,0
9052.0,18.8,0,5.3,0,0,0,0
13311.0,19.8,0,4.2,0,0,0,0
6602.0,19.2,0,4.1,0,0,0,0
14799.0,17.5,0,4.7,0,0,0,0
10106.0,19.6,0,3.9,0,0,0,0
6655.0,18.7,0,3.9,0,0,0,0
13797.0,19.4,0,4.9,0,0,0,0
4334.0,20.2,0,4.4,0,0,0,0
6694.0,18.1,0,4.3,0,0,0,0
12534.0,18.0,0,4.7,0,0,0,0
16717.0,15.9,0,4.2,0,0,0,0
6858.0,18.3,0,2.6,0,0,0,0
7341.0,19.9,0,5.3,0,0,0,0
4762.0,19.6,0,3.8,0,0,0,0
6915.0,18.9,0,4.5,0,0,0,0
11597.0,19.0,0,4.3,0,0,0,0
16080.0,19.0,0,3.9,0,0,0,0
7092.0,18.4,0,3.2,0,0,0,0
10666.0,18.0,0,5.0,0,0,0,0
16819.0,19.4,0,4.1,0,0,0,0
7134.0,18.9,0,4.3,0,0,0,0
12982.0,18.2,0,4.4,0,0,0,0
15562.0,20.3,0,4.7,0,0,0,0
7306.0,17.5,0,4.0,0,0,0,0
8614.0,18.9,0,5.7,0,0,0,0
7858.0,19.6,0,4.2,0,0,0,0
7582.0,18.2,0,4.0,0,0,0,0
12544.0,17.9,0,4.9,0,0,0,0
14524.0,19.7,0,3.7,0,0,0,0
7590.0,18.2,0,4.1,0,0,0,0
14319.0,16.5,0,4.8,0,0,0,0
10981.0,19.4,0,4.2,0,0,0,0
7598.0,18.5,0,4.0,0,0,0,0
9372.0,15.0,0,4.9,0,0,0,0
10225.0,19.8,0,4.3,0,0,0,0
7630.0,18.4,0,3.8,0,0,0,0
10597.0,17.3,0,5.2,0,0,0,0
11978.0,18.6,0,4.0,0,0,0,0
7967.0,18.7,0,4.6,0,0,0,0
10365.0,17.2,0,4.9,0,0,0,0
11567.0,19.6,0,4.4,0,0,0,0
8031.0,18.9,0,3.7,0,0,0,0
19276.0,17.6,0,5.1,0,0,0,0
11385.0,19.9,0,4.1,0,0,0,0
8130.0,19.2,0,3.8,0,0,0,0
11620.0,17.4,0,4.8,0,0,0,0
14784.0,18.3,0,4.4,0,0,0,0
8267.0,18.3,0,3.3,0,0,0,0
8070.0,18.4,0,4.5,0,0,0,0
11873.0,20.4,0,3.8,0,0,0,0
8294.0,17.3,0,2.7,0,0,0,0
12835.0,15.8,0,5.1,0,0,0,0
6023.0,20.8,0,3.5,0,0,0,0
8409.0,15.4,0,4.0,0,0,0,0
11480.0,19.0,0,4.8,0,0,0,0
20794.0,18.1,0,4.2,0,0,0,0
8726.0,18.8,0,4.4,0,0,0,0
10155.0,17.3,0,5.7,0,0,0,0
9039.0,19.8,0,4.4,0,0,0,0
8782.0,19.4,0,4.6,0,0,0,0
17731.0,15.2,0,4.7,0,0,0,0
22367.0,19.6,0,3.7,0,0,0,0
8899.0,19.2,0,3.9,0,0,0,0
11616.0,18.4,0,4.9,0,0,0,0
9088.0,18.1,0,4.5,0,0,0,0
9090.0,18.4,0,3.3,0,0,0,0
12996.0,16.5,0,5.1,0,0,0,0
13391.0,19.2,0,4.1,0,0,0,0
9239.0,18.9,0,3.8,0,0,0,0
14264.0,17.0,0,4.6,0,0,0,0
10263.0,20.1,0,4.3,0,0,0,0
9243.0,19.1,0,3.8,0,0,0,0
24396.0,15.7,0,5.3,0,0,0,0
12514.0,19.2,0,4.5,0,0,0,0
9347.0,19.0,0,3.7,0,0,0,0
12391.0,17.6,0,4.8,0,0,0,0
11391.0,19.6,0,4.1,0,0,0,0
9521.0,19.3,0,3.8,0,0,0,0
12546.0,18.2,0,5.1,0,0,0,0
15530.0,19.4,0,4.2,0,0,0,0
9639.0,19.4,0,3.8,0,0,0,0
12110.0,18.1,0,4.6,0,0,0,0
16194.0,19.6,0,4.1,0,0,0,0
9736.0,19.3,0,3.9,0,0,0,0
13564.0,17.7,0,4.7,0,0,0,0
16615.0,18.5,0,3.9,0,0,0,0
9758.0,17.8,0,3.9,0,0,0,0
15566.0,18.3,0,4.9,0,0,0,0
15694.0,19.5,0,4.1,0,0,0,0
9831.0,19.1,0,3.8,0,0,0,0
14281.0,17.9,0,4.8,0,0,0,0
17694.0,18.1,0,4.1,0,0,0,0
9848.0,18.8,0,4.0,0,0,0,0
15666.0,17.1,0,4.6,0,0,0,0
13904.0,16.8,0,3.4,0,0,0,0
10139.0,18.1,0,3.4,0,0,0,0
14919.0,15.7,0,4.8,0,0,0,0
15901.0,19.0,0,4.0,0,0,0,0
10317.0,19.1,0,4.1,0,0,0,0
16942.0,16.0,0,4.4,0,0,0,0
6753.0,19.6,0,4.1,0,0,0,0
10367.0,18.2,0,3.6,0,0,0,0
24514.0,16.7,0,4.8,0,0,0,0
20595.0,18.6,0,3.9,0,0,0,0
10568.0,20.3,0,3.4,0,0,0,0
22380.0,16.4,0,4.5,0,0,0,0
39025.0,19.5,0,4.3,0,0,0,0
10620.0,23.0,0,3.3,0,0,0,0
13183.0,18.0,0,5.4,0,0,0,0
18560.0,19.0,0,4.2,0,0,0,0
10823.0,18.9,0,3.9,0,0,0,0
15117.0,17.3,0,5.1,0,0,0,0
16012.0,19.2,0,4.0,0,0,0,0
10883.0,18.8,0,3.7,0,0,0,0
14717.0,16.8,0,4.4,0,0,0,0
19038.0,19.4,0,4.1,0,0,0,0
11141.0,19.0,0,3.9,0,0,0,0
16617.0,17.8,0,4.8,0,0,0,0
17622.0,19.3,0,4.5,0,0,0,0
11658.0,19.2,0,3.9,0,0,0,0
18381.0,16.7,0,4.7,0,0,0,0
9866.0,22.6,0,3.9,0,0,0,0
11747.0,19.5,0,4.4,0,0,0,0
16988.0,17.4,0,5.0,0,0,0,0
16634.0,19.3,0,4.2,0,0,0,0
11925.0,19.0,0,3.9,0,0,0,0
21027.0,16.9,0,4.8,0,0,0,0
21413.0,19.9,0,4.0,0,0,0,0
12044.0,18.8,0,3.6,0,0,0,0
32093.0,12.4,0,4.7,0,0,0,0
7943.0,19.8,0,4.1,0,0,0,0
12061.0,18.9,0,3.8,0,0,0,0
25731.0,15.2,0,4.9,0,0,0,0
23749.0,18.9,0,4.2,0,0,0,0
12182.0,19.0,0,3.4,0,0,0,0
14192.0,19.0,0,4.5,0,0,0,0
6612.0,21.1,0,4.3,0,0,0,0
12396.0,20.0,0,4.3,0,0,0,0
25952.0,17.2,0,4.9,0,0,0,0
23511.0,19.8,0,3.7,0,0,0,0
12542.0,17.5,0,4.1,0,0,0,0
16211.0,17.5,0,5.3,0,0,0,0
22348.0,19.5,0,4.4,0,0,0,0
12597.0,18.0,0,3.9,0,0,0,0
20799.0,17.4,0,5.2,0,0,0,0
64395.0,16.1,0,3.9,0,0,0,0
12667.0,19.8,0,4.4,0,0,0,0
20123.0,19.5,0,4.4,0,0,0,0
23476.0,17.9,0,4.0,0,0,0,0
12709.0,19.7,0,3.1,0,0,0,0
16256.0,16.3,0,4.5,0,0,0,0
20025.0,19.5,0,4.1,0,0,0,0
13045.0,18.7,0,3.7,0,0,0,0
17312.0,17.1,0,4.7,0,0,0,0
21528.0,18.8,0,4.1,0,0,0,0
13084.0,18.5,0,3.9,0,0,0,0
18728.0,16.9,0,4.8,0,0,0,0
21451.0,19.0,0,4.0,0,0,0,0
13166.0,19.1,0,3.8,0,0,0,0
19178.0,16.9,0,4.4,0,0,0,0
23217.0,17.1,0,3.7,0,0,0,0
13198.0,18.4,0,3.4,0,0,0,0
17192.0,17.2,0,4.9,0,0,0,0
21546.0,17.7,0,3.7,0,0,0,0
13273.0,17.0,0,4.6,0,0,0,0
26353.0,16.4,0,4.7,0,0,0,0
21543.0,19.6,0,4.8,0,0,0,0
13405.0,14.7,0,2.9,0,0,0,0
19321.0,16.6,0,4.6,0,0,0,0
22221.0,18.1,0,3.9,0,0,0,0
13514.0,18.6,0,3.8,0,0,0,0
18873.0,17.8,0,4.5,0,0,0,0
20210.0,19.3,0,4.1,0,0,0,0
13611.0,19.6,0,3.3,0,0,0,0
24740.0,19.7,0,3.8,0,0,0,0
13659.0,18.0,0,3.5,0,0,0,0
17561.0,17.1,0,4.9,0,0,0,0
21552.0,19.5,0,4.0,0,0,0,0
13730.0,18.6,0,3.7,0,0,0,0
18751.0,17.9,0,4.7,0,0,0,0
24966.0,19.5,0,3.9,0,0,0,0
13745.0,18.4,0,3.6,0,0,0,0
20160.0,17.4,0,5.0,0,0,0,0
25538.0,18.4,0,3.2,0,0,0,0
13929.0,18.8,0,3.7,0,0,0,0
21032.0,16.4,0,4.3,0,0,0,0
35162.0,18.7,0,3.7,0,0,0,0
13953.0,19.2,0,4.2,0,0,0,0
22723.0,14.5,0,5.0,0,0,0,0
46587.0,16.0,0,3.6,0,0,0,0
14164.0,15.4,0,3.3,0,0,0,0
17699.0,13.1,0,4.6,0,0,0,0
13551.0,19.2,0,4.0,0,0,0,0
14414.0,18.3,0,3.7,0,0,0,0
25181.0,16.6,0,4.8,0,0,0,0
11921.0,19.1,0,4.1,0,0,0,0
14422.0,16.1,0,3.8,0,0,0,0
59282.0,16.1,0,4.9,0,0,0,0
23695.0,19.5,0,3.8,0,0,0,0
14786.0,19.0,0,4.0,0,0,0,0
20567.0,17.4,0,4.5,0,0,0,0
20734.0,18.8,0,4.0,0,0,0,0
15043.0,19.2,0,3.7,0,0,0,0
18317.0,17.0,0,4.8,0,0,0,0
24833.0,18.8,0,3.9,0,0,0,0
15308.0,17.5,0,2.8,0,0,0,0
24427.0,19.2,0,4.0,0,0,0,0
15492.0,18.5,0,4.0,0,0,0,0
22378.0,17.0,0,4.7,0,0,0,0
53440.0,18.9,0,3.7,0,0,0,0
15646.0,19.0,0,3.2,0,0,0,0
19664.0,17.7,0,4.3,0,0,0,0
30011.0,19.2,0,4.3,0,0,0,0
16017.0,17.6,0,3.7,0,0,0,0
23727.0,19.0,0,4.7,0,0,0,0
27807.0,17.1,0,3.3,0,0,0,0
16193.0,18.5,0,3.9,0,0,0,0
23212.0,15.1,0,4.7,0,0,0,0
33542.0,18.8,0,4.3,0,0,0,0
16238.0,18.3,0,3.2,0,0,0,0
20530.0,17.5,0,4.8,0,0,0,0
25940.0,18.8,0,4.1,0,0,0,0
16929.0,18.7,0,3.8,0,0,0,0
22769.0,17.0,0,4.5,0,0,0,0
29791.0,20.6,0,3.9,0,0,0,0
16986.0,18.4,0,3.3,0,0,0,0
28064.0,14.9,0,5.0,0,0,0,0
23890.0,18.1,0,3.8,0,0,0,0
17246.0,18.1,0,3.4,0,0,0,0
35445.0,15.1,0,4.5,0,0,0,0
28872.0,17.1,0,4.0,0,0,0,0
17552.0,17.9,0,3.9,0,0,0,0
20949.0,17.4,0,4.7,0,0,0,0
28886.0,17.7,0,3.8,0,0,0,0
17557.0,18.4,0,3.0,0,0,0,0
22700.0,17.0,0,4.6,0,0,0,0
48094.0,17.9,0,3.9,0,0,0,0
17867.0,19.8,0,3.7,0,0,0,0
22942.0,17.9,0,4.6,0,0,0,0
35044.0,19.2,0,3.7,0,0,0,0
17935.0,18.1,0,3.0,0,0,0,0
25016.0,16.6,0,5.0,0,0,0,0
60009.0,19.2,0,3.8,0,0,0,0
18038.0,18.4,0,4.2,0,0,0,0
17982.0,17.8,0,5.0,0,0,0,0
22388.0,18.0,0,3.4,0,0,0,0
18337.0,19.7,0,3.4,0,0,0,0
33932.0,19.0,0,5.4,0,0,0,0
5778.0,16.5,0,3.5,0,0,0,0
18764.0,17.5,0,4.8,0,0,0,0
12796.0,11.8,0,6.0,0,0,0,0
26010.0,20.8,0,4.8,0,0,0,0
18963.0,15.9,0,4.1,0,0,0,0
26195.0,17.8,0,3.8,0,0,0,0
27287.0,19.1,0,4.5,0,0,0,0
19494.0,18.4,0,4.0,0,0,0,0
25022.0,16.6,0,5.0,0,0,0,0
33437.0,18.0,0,3.8,0,0,0,0
19536.0,18.0,0,3.5,0,0,0,0
25407.0,18.8,0,4.5,0,0,0,0
33670.0,17.9,0,4.1,0,0,0,0
36314.0,19.6,0,4.2,0,0,0,0
20485.0,18.8,0,3.4,0,0,0,0
32520.0,18.0,0,4.8,0,0,0,0
29773.0,19.0,0,4.0,0,0,0,0
20567.0,18.6,0,3.6,0,0,0,0
27712.0,17.1,0,4.6,0,0,0,0
17678.0,20.8,0,4.5,0,0,0,0
20760.0,17.5,0,4.3,0,0,0,0
35621.0,18.5,0,3.9,0,0,0,0
21116.0,18.6,0,3.5,0,0,0,0
26586.0,16.5,0,4.8,0,0,0,0
20170.0,16.8,0,3.9,0,0,0,0
21272.0,17.3,0,2.5,0,0,0,0
33271.0,18.3,0,4.6,0,0,0,0
32985.0,18.5,0,3.8,0,0,0,0
21410.0,18.0,0,3.9,0,0,0,0
27255.0,16.1,0,4.5,0,0,0,0
23324.0,18.4,0,4.2,0,0,0,0
21484.0,18.4,0,2.9,0,0,0,0
38266.0,14.0,0,4.8,0,0,0,0
31633.0,19.6,0,4.1,0,0,0,0
21681.0,17.7,0,3.1,0,0,0,0
25161.0,18.7,0,4.6,0,0,0,0
27051.0,18.0,0,4.2,0,0,0,0
21857.0,18.1,0,3.4,0,0,0,0
33759.0,17.7,0,4.4,0,0,0,0
33736.0,18.7,0,4.2,0,0,0,0
22055.0,17.9,0,3.2,0,0,0,0
26950.0,14.1,0,4.9,0,0,0,0
37495.0,18.7,0,3.8,0,0,0,0
22112.0,18.2,0,3.0,0,0,0,0
32585.0,15.9,0,4.4,0,0,0,0
39769.0,15.0,0,3.8,0,0,0,0
22709.0,16.4,0,3.4,0,0,0,0
26892.0,17.5,0,4.8,0,0,0,0
34346.0,19.3,0,4.5,0,0,0,0
23096.0,17.9,0,3.8,0,0,0,0
29836.0,18.0,0,4.5,0,0,0,0
34194.0,18.1,0,4.2,0,0,0,0
23105.0,18.6,0,4.0,0,0,0,0
37604.0,17.2,0,4.6,0,0,0,0
26772.0,19.1,0,4.3,0,0,0,0
23365.0,19.3,0,3.9,0,0,0,0
26412.0,18.7,0,4.0,0,0,0,0
23420.0,18.0,0,3.5,0,0,0,0
37956.0,16.8,0,4.9,0,0,0,0
29824.0,18.7,0,3.7,0,0,0,0
23926.0,18.8,0,3.6,0,0,0,0
35838.0,17.8,0,3.8,0,0,0,0
23940.0,17.7,0,3.6,0,0,0,0
30319.0,17.0,0,5.0,0,0,0,0
40388.0,19.4,0,3.5,0,0,0,0
24082.0,17.1,0,4.2,0,0,0,0
27134.0,17.8,0,4.6,0,0,0,0
35752.0,18.4,0,3.9,0,0,0,0
24202.0,18.3,0,3.8,0,0,0,0
30052.0,16.0,0,4.4,0,0,0,0
